x,y,z
1.99454000e-01,5.58967553e-01,1.89469403e+01
2.34332373e-01,5.73378200e-01,1.85729826e+01
2.67451526e-01,5.91690923e-01,1.82066607e+01
2.99352043e-01,6.13948384e-01,1.78478367e+01
3.30528535e-01,6.40222945e-01,1.74963815e+01
3.61436997e-01,6.70619839e-01,1.71521751e+01
3.92501749e-01,7.05279973e-01,1.68151068e+01
4.24121972e-01,7.44382527e-01,1.64850753e+01
4.56677865e-01,7.88147463e-01,1.61619895e+01
4.90536453e-01,8.36838084e-01,1.58457697e+01
5.26057095e-01,8.90763720e-01,1.55363484e+01
5.63596734e-01,9.50282626e-01,1.52336722e+01
6.03514930e-01,1.01580518e+00,1.49377033e+01
6.46178744e-01,1.08779742e+00,1.46484218e+01
6.91967504e-01,1.16678499e+00,1.43658287e+01
7.41277524e-01,1.25335753e+00,1.40899489e+01
7.94526805e-01,1.34817356e+00,1.38208352e+01
8.52159782e-01,1.45196585e+00,1.35585732e+01
9.14652159e-01,1.56554732e+00,1.33032868e+01
9.82515867e-01,1.68981750e+00,1.30551451e+01
1.05630419e+00,1.82576949e+00,1.28143704e+01
1.13661709e+00,1.97449730e+00,1.25812484e+01
1.22410674e+00,2.13720376e+00,1.23561393e+01
1.31948330e+00,2.31520853e+00,1.21394922e+01
1.42352093e+00,2.50995632e+00,1.19318616e+01
1.53706397e+00,2.72302490e+00,1.17339271e+01
1.66103328e+00,2.95613259e+00,1.15465176e+01
1.79643269e+00,3.21114467e+00,1.13706392e+01
1.94435532e+00,3.49007812e+00,1.12075087e+01
2.10598963e+00,3.79510357e+00,1.10585932e+01
2.28262492e+00,4.12854338e+00,1.09256568e+01
2.47565587e+00,4.49286396e+00,1.08108154e+01
2.68658552e+00,4.89066034e+00,1.07166002e+01
2.91702603e+00,5.32462994e+00,1.06460316e+01
3.16869623e+00,5.79753188e+00,1.06027037e+01
3.44341459e+00,6.31212718e+00,1.05908787e+01
3.74308608e+00,6.87109390e+00,1.06155934e+01
4.06968060e+00,7.47690995e+00,1.06827721e+01
4.42520054e+00,8.13169483e+00,1.07993460e+01
4.81163382e+00,8.83700020e+00,1.09733702e+01
5.23088868e+00,9.59353785e+00,1.12141290e+01
5.68470518e+00,1.04008333e+01,1.15322139e+01
6.17453818e+00,1.12567944e+01,1.19395507e+01
6.70140588e+00,1.21571865e+01,1.24493459e+01
7.26569836e+00,1.30950157e+01,1.30759078e+01
7.86694153e+00,1.40598298e+01,1.38342928e+01
8.50351430e+00,1.50369719e+01,1.47397119e+01
9.17232170e+00,1.60068473e+01,1.58066318e+01
9.86843397e+00,1.69443065e+01,1.70475098e+01
1.05847126e+01,1.78182919e+01,1.84711251e+01
1.13114590e+01,1.85919476e+01,2.00805230e+01
1.20361390e+01,1.92234241e+01,2.18706715e+01
1.27432528e+01,1.96676119e+01,2.38260547e+01
1.34144354e+01,1.98789753e+01,2.59185716e+01
1.40288716e+01,1.98155056e+01,2.81062472e+01
1.45640934e+01,1.94435617e+01,3.03333344e+01
1.49971846e+01,1.87430457e+01,3.25323259e+01
1.53063454e+01,1.77120482e+01,3.46281398e+01
1.54726818e+01,1.63699205e+01,3.65442990e+01
1.54820018e+01,1.47578139e+01,3.82103678e+01
1.53263441e+01,1.29361427e+01,3.95694199e+01
1.50049738e+01,1.09791042e+01,4.05840971e+01
1.45246528e+01,8.96713256e+00,4.12400223e+01
1.38991217e+01,6.97869251e+00,4.15459213e+01
1.31478815e+01,5.08294676e+00,4.15306038e+01
1.22944863e+01,3.33450131e+00,4.12376604e+01
1.13646254e+01,1.77081453e+00,4.07191241e+01
1.03842697e+01,4.12184299e-01,4.00293325e+01
9.37809422e+00,-7.36273349e-01,3.92199121e+01
8.36830377e+00,-1.68146829e+00,3.83363413e+01
7.37389451e+00,-2.43878889e+00,3.74161270e+01
6.41031745e+00,-3.02875982e+00,3.64883379e+01
5.48946689e+00,-3.47425862e+00,3.55741015e+01
4.61990155e+00,-3.79842689e+00,3.46876707e+01
3.80721022e+00,-4.02325794e+00,3.38377292e+01
3.05444830e+00,-4.16875685e+00,3.30287068e+01
2.36259052e+00,-4.25253746e+00,3.22619653e+01
1.73096318e+00,-4.28972420e+00,3.15367888e+01
1.15763450e+00,-4.29304777e+00,3.08511645e+01
6.39752772e-01,-4.27305040e+00,3.02023663e+01
1.73830040e-01,-4.23834177e+00,2.95873715e+01
-2.44026426e-01,-4.19586722e+00,2.90031426e+01
-6.17929853e-01,-4.15116572e+00,2.84468061e+01
-9.52070749e-01,-4.10860549e+00,2.79157555e+01
-1.25060843e+00,-4.07159223e+00,2.74077023e+01
-1.51759132e+00,-4.04274918e+00,2.69206903e+01
-1.75690068e+00,-4.02407042e+00,2.64530886e+01
-1.97221303e+00,-4.01704986e+00,2.60035711e+01
-2.16697744e+00,-4.02278894e+00,2.55710897e+01
-2.34440425e+00,-4.04208591e+00,2.51548462e+01
-2.50746263e+00,-4.07550917e+00,2.47542640e+01
-2.65888462e+00,-4.12345718e+00,2.43689636e+01
-2.80117399e+00,-4.18620685e+00,2.39987409e+01
-2.93661828e+00,-4.26395201e+00,2.36435494e+01
-3.06730304e+00,-4.35683353e+00,2.33034864e+01
-3.19512713e+00,-4.46496205e+00,2.29787832e+01
-3.32181845e+00,-4.58843443e+00,2.26697977e+01
-3.44894951e+00,-4.72734452e+00,2.23770111e+01
-3.57795219e+00,-4.88178887e+00,2.21010263e+01
-3.71013149e+00,-5.05186788e+00,2.18425690e+01
-3.84667785e+00,-5.23768251e+00,2.16024906e+01
-3.98867778e+00,-5.43932683e+00,2.13817722e+01
-4.13712256e+00,-5.65687645e+00,2.11815292e+01
-4.29291481e+00,-5.89037268e+00,2.10030174e+01
-4.45687273e+00,-6.13980242e+00,2.08476377e+01
-4.62973181e+00,-6.40507346e+00,2.07169406e+01
-4.81214377e+00,-6.68598506e+00,2.06126289e+01
-5.00467258e+00,-6.98219357e+00,2.05365576e+01
-5.20778737e+00,-7.29317294e+00,2.04907306e+01
-5.42185194e+00,-7.61817008e+00,2.04772908e+01
-5.64711083e+00,-7.95615530e+00,2.04985049e+01
-5.88367179e+00,-8.30576829e+00,2.05567384e+01
-6.13148454e+00,-8.66526072e+00,2.06544195e+01
-6.39031606e+00,-9.03243685e+00,2.07939906e+01
-6.65972251e+00,-9.40459465e+00,2.09778438e+01
-6.93901839e+00,-9.77847051e+00,2.12082382e+01
-7.22724375e+00,-1.01501921e+01,2.14871982e+01
-7.52313061e+00,-1.05152443e+01,2.18163911e+01
-7.82507023e+00,-1.08684561e+01,2.21969836e+01
-8.13108358e+00,-1.12040139e+01,2.26294810e+01
-8.43879749e+00,-1.15155121e+01,2.31135509e+01
-8.74543005e+00,-1.17960468e+01,2.36478407e+01
-9.04778862e+00,-1.20383615e+01,2.42297990e+01
-9.34228472e+00,-1.22350486e+01,2.48555138e+01
-9.62496937e+00,-1.23788084e+01,2.55195866e+01
-9.89159240e+00,-1.24627615e+01,2.62150603e+01
-1.01376880e+01,-1.24808024e+01,2.69334224e+01
-1.03586868e+01,-1.24279768e+01,2.76646988e+01
-1.05500541e+01,-1.23008558e+01,2.83976540e+01
-1.07074477e+01,-1.20978735e+01,2.91201000e+01
-1.08268911e+01,-1.18195947e+01,2.98193077e+01
-1.09049503e+01,-1.14688758e+01,3.04825008e+01
-1.09389019e+01,-1.10508926e+01,3.10974009e+01
-1.09268827e+01,-1.05730177e+01,3.16527803e+01
-1.08680036e+01,-1.00445465e+01,3.21389749e+01
-1.07624220e+01,-9.47628821e+00,3.25483107e+01
-1.06113615e+01,-8.88005482e+00,3.28754041e+01
-1.04170791e+01,-8.26809162e+00,3.31173119e+01
-1.01827798e+01,-7.65250114e+00,3.32735198e+01
-9.91248652e+00,-7.04470945e+00,3.33457832e+01
-9.61087531e+00,-6.45501679e+00,3.33378419e+01
-9.28308893e+00,-5.89226124e+00,3.32550478e+01
-8.93454211e+00,-5.36360944e+00,3.31039444e+01
-8.57073155e+00,-4.87447316e+00,3.28918402e+01
-8.19706182e+00,-4.42853868e+00,3.26264087e+01
-7.81869507e+00,-4.02788723e+00,3.23153400e+01
-7.44042996e+00,-3.67318096e+00,3.19660599e+01
-7.06661188e+00,-3.36388814e+00,3.15855218e+01
-6.70107410e+00,-3.09852454e+00,3.11800683e+01
-6.34710747e+00,-2.87489153e+00,3.07553556e+01
-6.00745495e+00,-2.69029730e+00,3.03163303e+01
-5.68432644e+00,-2.54175212e+00,2.98672449e+01
-5.37942942e+00,-2.42613299e+00,2.94117018e+01
-5.09401074e+00,-2.34031671e+00,2.89527145e+01
-4.82890564e+00,-2.28128252e+00,2.84927780e+01
-4.58459051e+00,-2.24618733e+00,2.80339416e+01
-4.36123661e+00,-2.23241730e+00,2.75778799e+01
-4.15876260e+00,-2.23761959e+00,2.71259582e+01
-3.97688432e+00,-2.25971855e+00,2.66792915e+01
-3.81516072e+00,-2.29691966e+00,2.62387963e+01
-3.67303540e+00,-2.34770447e+00,2.58052341e+01
-3.54987328e+00,-2.41081927e+00,2.53792495e+01
-3.44499264e+00,-2.48525952e+00,2.49614007e+01
-3.35769235e+00,-2.57025178e+00,2.45521858e+01
-3.28727481e+00,-2.66523448e+00,2.41520642e+01
-3.23306481e+00,-2.76983845e+00,2.37614748e+01
-3.19442481e+00,-2.88386783e+00,2.33808516e+01
-3.17076694e+00,-3.00728191e+00,2.30106368e+01
-3.16156222e+00,-3.14017802e+00,2.26512927e+01
-3.16634729e+00,-3.28277562e+00,2.23033134e+01
-3.18472908e+00,-3.43540157e+00,2.19672351e+01
-3.21638766e+00,-3.59847635e+00,2.16436466e+01
-3.26107756e+00,-3.77250110e+00,2.13332002e+01
-3.31862778e+00,-3.95804516e+00,2.10366228e+01
-3.38894054e+00,-4.15573369e+00,2.07547275e+01
-3.47198907e+00,-4.36623502e+00,2.04884261e+01
-3.56781429e+00,-4.59024717e+00,2.02387421e+01
-3.67652049e+00,-4.82848308e+00,2.00068250e+01
-3.79826994e+00,-5.08165376e+00,1.97939644e+01
-3.93327625e+00,-5.35044893e+00,1.96016056e+01
-4.08179643e+00,-5.63551413e+00,1.94313649e+01
-4.24412121e+00,-5.93742363e+00,1.92850449e+01
-4.42056361e+00,-6.25664825e+00,1.91646487e+01
-4.61144512e+00,-6.59351713e+00,1.90723929e+01
-4.81707932e+00,-6.94817258e+00,1.90107172e+01
-5.03775234e+00,-7.32051713e+00,1.89822901e+01
-5.27369976e+00,-7.71015220e+00,1.89900075e+01
-5.52507944e+00,-8.11630774e+00,1.90369830e+01
-5.79193980e+00,-8.53776315e+00,1.91265259e+01
-6.07418320e+00,-8.97275991e+00,1.92621036e+01
-6.37152415e+00,-9.41890773e+00,1.94472848e+01
-6.68344234e+00,-9.87308699e+00,1.96856579e+01
-7.00913093e+00,-1.03313521e+01,1.99807206e+01
-7.34744073e+00,-1.07888425e+01,2.03357376e+01
-7.69682210e+00,-1.12397094e+01,2.07535596e+01
-8.05526648e+00,-1.16770711e+01,2.12364062e+01
-8.42025128e+00,-1.20930096e+01,2.17856104e+01
-8.78869224e+00,-1.24786243e+01,2.24013327e+01
-9.15690892e+00,-1.28241604e+01,2.30822549e+01
-9.52060988e+00,-1.31192258e+01,2.38252718e+01
-9.87490480e+00,-1.33531106e+01,2.46252066e+01
-1.02143510e+01,-1.35152113e+01,2.54745823e+01
-1.05330405e+01,-1.35955557e+01,2.63634884e+01
-1.08247336e+01,-1.35854068e+01,2.72795809e+01
-1.10830385e+01,-1.34779083e+01,2.82082533e+01
-1.13016364e+01,-1.32687205e+01,2.91330029e+01
-1.14745413e+01,-1.29565772e+01,3.00359974e+01
-1.15963826e+01,-1.25436953e+01,3.08988249e+01
-1.16626890e+01,-1.20359678e+01,3.17033787e+01
-1.16701515e+01,-1.14428932e+01,3.24328050e+01
-1.16168412e+01,-1.07772209e+01,3.30724201e+01
-1.15023589e+01,-1.00543287e+01,3.36105020e+01
-1.13279008e+01,-9.29138557e+00,3.40388699e+01
-1.10962307e+01,-8.50638494e+00,3.43531892e+01
-1.08115614e+01,-7.71714713e+00,3.45529800e+01
-1.04793540e+01,-6.94039390e+00,3.46413424e+01
-1.01060563e+01,-6.19097962e+00,3.46244490e+01
-9.69880219e+00,-5.48133671e+00,3.45108795e+01
-9.26509921e+00,-4.82116014e+00,3.43108796e+01
-8.81252623e+00,-4.21732336e+00,3.40356256e+01
-8.34846253e+00,-3.67399348e+00,3.36965584e+01
-7.87986116e+00,-3.19289781e+00,3.33048308e+01
-7.41307432e+00,-2.77368839e+00,3.28708898e+01
-6.95373282e+00,-2.41435385e+00,3.24041970e+01
-6.50667671e+00,-2.11163628e+00,3.19130732e+01
-6.07593104e+00,-1.86142157e+00,3.14046478e+01
-5.66471904e+00,-1.65908306e+00,3.08848869e+01
-5.27550393e+00,-1.49976816e+00,3.03586770e+01
-4.91005126e+00,-1.37862564e+00,2.98299404e+01
-4.56950406e+00,-1.29097622e+00,2.93017666e+01
-4.25446467e+00,-1.23243317e+00,2.87765454e+01
-3.96507811e+00,-1.19898028e+00,2.82560937e+01
-3.70111322e+00,-1.18701593e+00,2.77417693e+01
-3.46203895e+00,-1.19337054e+00,2.72345702e+01
-3.24709404e+00,-1.21530469e+00,2.67352184e+01
-3.05534920e+00,-1.25049343e+00,2.62442286e+01
-2.88576139e+00,-1.29700155e+00,2.57619634e+01
-2.73722034e+00,-1.35325356e+00,2.52886772e+01
-2.60858758e+00,-1.41800108e+00,2.48245498e+01
-2.49872867e+00,-1.49028969e+00,2.43697127e+01
-2.40653921e+00,-1.56942674e+00,2.39242691e+01
-2.33096540e+00,-1.65495100e+00,2.34883086e+01
-2.27101991e+00,-1.74660488e+00,2.30619194e+01
-2.22579367e+00,-1.84430939e+00,2.26451972e+01
-2.19446434e+00,-1.94814214e+00,2.22382526e+01
-2.17630202e+00,-2.05831819e+00,2.18412179e+01
-2.17067270e+00,-2.17517379e+00,2.14542527e+01
-2.17704002e+00,-2.29915263e+00,2.10775501e+01
-2.19496560e+00,-2.43079454e+00,2.07113423e+01
-2.22410842e+00,-2.57072620e+00,2.03559077e+01
-2.26422344e+00,-2.71965358e+00,2.00115776e+01
-2.31515971e+00,-2.87835587e+00,1.96787446e+01
-2.37685812e+00,-3.04768042e+00,1.93578720e+01
-2.44934896e+00,-3.22853835e+00,1.90495039e+01
-2.53274923e+00,-3.42190049e+00,1.87542774e+01
-2.62725992e+00,-3.62879307e+00,1.84729363e+01
-2.73316304e+00,-3.85029278e+00,1.82063462e+01
-2.85081840e+00,-4.08752052e+00,1.79555121e+01
-2.98066007e+00,-4.34163328e+00,1.77215978e+01
-3.12319225e+00,-4.61381330e+00,1.75059474e+01
-3.27898428e+00,-4.90525367e+00,1.73101093e+01
-3.44866467e+00,-5.21713923e+00,1.71358622e+01
-3.63291348e+00,-5.55062170e+00,1.69852432e+01
-3.83245277e+00,-5.90678744e+00,1.68605772e+01
-4.04803450e+00,-6.28661631e+00,1.67645070e+01
-4.28042511e+00,-6.69092986e+00,1.67000238e+01
-4.53038608e+00,-7.12032676e+00,1.66704943e+01
-4.79864945e+00,-7.57510344e+00,1.66796848e+01
-5.08588738e+00,-8.05515795e+00,1.67317764e+01
-5.39267453e+00,-8.55987523e+00,1.68313690e+01
-5.71944217e+00,-9.08799255e+00,1.69834671e+01
-6.06642285e+00,-9.63744496e+00,1.71934406e+01
-6.43358473e+00,-1.02051923e+01,1.74669528e+01
-6.82055499e+00,-1.07870317e+01,1.78098434e+01
-7.22653221e+00,-1.13774027e+01,1.82279586e+01
-7.65018866e+00,-1.19691978e+01,1.87269131e+01
-8.08956486e+00,-1.25535952e+01,1.93117769e+01
-8.54196026e+00,-1.31199392e+01,1.99866778e+01
-9.00382645e+00,-1.36556985e+01,2.07543197e+01
-9.47067192e+00,-1.41465409e+01,2.16154259e+01
-9.93699017e+00,-1.45765642e+01,2.25681296e+01
-1.03962259e+01,-1.49287230e+01,2.36073551e+01
-1.08407956e+01,-1.51854824e+01,2.47242494e+01
-1.12621804e+01,-1.53297074e+01,2.59057479e+01
-1.16511047e+01,-1.53457700e+01,2.71343684e+01
-1.19978121e+01,-1.52208118e+01,2.83883327e+01
-1.22924382e+01,-1.49460547e+01,2.96420964e+01
-1.25254691e+01,-1.45180121e+01,3.08673295e+01
-1.26882600e+01,-1.39394228e+01,3.20343282e+01
-1.27735723e+01,-1.32197370e+01,3.31137631e+01
-1.27760788e+01,-1.23750189e+01,3.40785937e+01
-1.26927805e+01,-1.14272098e+01,3.49059231e+01
-1.25232841e+01,-1.04027919e+01,3.55785510e+01
-1.22699024e+01,-9.33099835e+00,3.60860152e+01
-1.19375615e+01,-8.24179021e+00,3.64249880e+01
-1.15335232e+01,-7.16386029e+00,3.65989995e+01
-1.10669562e+01,-6.12290353e+00,3.66175682e+01
-1.05484028e+01,-5.14033311e+00,3.64949027e+01
-9.98920002e+00,-4.23253242e+00,3.62483828e+01
-9.40091152e+00,-3.41064121e+00,3.58970266e+01
-8.79481520e+00,-2.68080018e+00,3.54601140e+01
-8.18148091e+00,-2.04473290e+00,3.49560790e+01
-7.57045422e+00,-1.50052960e+00,3.44017191e+01
-6.97004967e+00,-1.04350791e+00,3.38117193e+01
-6.38724504e+00,-6.67051785e-01,3.31984499e+01
-5.82766180e+00,-3.63361791e-01,3.25719785e+01
-5.29561280e+00,-1.24080482e-01,3.19402296e+01
-4.79419846e+00,5.92188782e-02,3.13092346e+01
-4.32543386e+00,1.94674660e-01,3.06834208e+01
-3.89039196e+00,2.89894516e-01,3.00659067e+01
-3.48935163e+00,3.51807957e-01,2.94587769e+01
-3.12194178e+00,3.86592797e-01,2.88633257e+01
-2.78727602e+00,3.99656169e-01,2.82802624e+01
-2.48407440e+00,3.95653646e-01,2.77098776e+01
-2.21077036e+00,3.78533293e-01,2.71521747e+01
-1.96560260e+00,3.51594507e-01,2.66069689e+01
-1.74669215e+00,3.17554215e-01,2.60739612e+01
-1.55210575e+00,2.78615165e-01,2.55527905e+01
-1.37990660e+00,2.36532759e-01,2.50430703e+01
-1.22819427e+00,1.92678148e-01,2.45444117e+01
-1.09513490e+00,1.48096275e-01,2.40564386e+01
-9.78983367e-01,1.03558160e-01,2.35787960e+01
-8.78098573e-01,5.96072451e-02,2.31111533e+01
-7.90953241e-01,1.65998632e-02,2.26532056e+01
-7.16139143e-01,-2.52598744e-02,2.22046730e+01
-6.52368779e-01,-6.58903768e-02,2.17652984e+01
-5.98474306e-01,-1.05307597e-01,2.13348452e+01
-5.53404401e-01,-1.43604297e-01,2.09130951e+01
-5.16219629e-01,-1.80933072e-01,2.04998457e+01
-4.86086805e-01,-2.17492673e-01,2.00949085e+01
-4.62272732e-01,-2.53517191e-01,1.96981068e+01
-4.44137624e-01,-2.89267717e-01,1.93092743e+01
-4.31128474e-01,-3.25026105e-01,1.89282544e+01
-4.22772539e-01,-3.61090538e-01,1.85548986e+01
-4.18671108e-01,-3.97772610e-01,1.81890660e+01
-4.18493640e-01,-4.35395687e-01,1.78306234e+01
-4.21972366e-01,-4.74294353e-01,1.74794444e+01
-4.28897392e-01,-5.14814754e-01,1.71354099e+01
-4.39112339e-01,-5.57315723e-01,1.67984080e+01
-4.52510542e-01,-6.02170552e-01,1.64683346e+01
-4.69031801e-01,-6.49769339e-01,1.61450939e+01
-4.88659692e-01,-7.00521832e-01,1.58285987e+01
-5.11419431e-01,-7.54860726e-01,1.55187724e+01
-5.37376270e-01,-8.13245382e-01,1.52155489e+01
-5.66634418e-01,-8.76165943e-01,1.49188754e+01
-5.99336481e-01,-9.44147846e-01,1.46287130e+01
-6.35663402e-01,-1.01775673e+00,1.43450398e+01
-6.75834887e-01,-1.09760372e+00,1.40678530e+01
-7.20110324e-01,-1.18435118e+00,1.37971723e+01
-7.68790173e-01,-1.27871886e+00,1.35330434e+01
-8.22217837e-01,-1.38149047e+00,1.32755430e+01
-8.80781994e-01,-1.49352076e+00,1.30247836e+01
-9.44919418e-01,-1.61574305e+00,1.27809206e+01
-1.01511825e+00,-1.74917717e+00,1.25441596e+01
-1.09192177e+00,-1.89493789e+00,1.23147662e+01
-1.17593256e+00,-2.05424371e+00,1.20930767e+01
-1.26781721e+00,-2.22842584e+00,1.18795120e+01
-1.36831139e+00,-2.41893743e+00,1.16745933e+01
-1.47822531e+00,-2.62736262e+00,1.14789612e+01
-1.59844950e+00,-2.85542517e+00,1.12933990e+01
-1.72996088e+00,-3.10499620e+00,1.11188594e+01
-1.87382884e+00,-3.37810044e+00,1.09564975e+01
-2.03122127e+00,-3.67692005e+00,1.08077089e+01
-2.20341025e+00,-4.00379485e+00,1.06741754e+01
-2.39177691e+00,-4.36121745e+00,1.05579185e+01
-2.59781507e+00,-4.75182110e+00,1.04613620e+01
-2.82313298e+00,-5.17835764e+00,1.03874048e+01
-3.06945204e+00,-5.64366183e+00,1.03395049e+01
-3.33860154e+00,-6.15059782e+00,1.03217739e+01
-3.63250768e+00,-6.70198173e+00,1.03390845e+01
-3.95317476e+00,-7.30047339e+00,1.03971859e+01
-4.30265612e+00,-7.94842861e+00,1.05028279e+01
-4.68301141e+00,-8.64770153e+00,1.06638854e+01
-5.09624627e+00,-9.39938568e+00,1.08894758e+01
-5.54422960e+00,-1.02034810e+01,1.11900540e+01
-6.02858297e+00,-1.10584749e+01,1.15774642e+01
-6.55053607e+00,-1.19608269e+01,1.20649186e+01
-7.11074212e+00,-1.29043548e+01,1.26668625e+01
-7.70904778e+00,-1.38795275e+01,1.33986734e+01
-8.34421415e+00,-1.48726923e+01,1.42761309e+01
-9.01358977e+00,-1.58652912e+01,1.53145873e+01
-9.71274306e+00,-1.68331580e+01,1.65277695e+01
-1.04350724e+01,-1.77460394e+01,1.79261623e+01
-1.11714261e+01,-1.85675343e+01,1.95149684e+01
-1.19097829e+01,-1.92556920e+01,2.12917195e+01
-1.26350618e+01,-1.97645217e+01,2.32437342e+01
-1.33291464e+01,-2.00466265e+01,2.53457683e+01
-1.39712169e+01,-2.00570389e+01,2.75583602e+01
-1.45384669e+01,-1.97580961e+01,2.98274779e+01
-1.50072492e+01,-1.91248636e+01,3.20860563e+01
-1.53546213e+01,-1.81502643e+01,3.42578013e+01
-1.55601748e+01,-1.68488298e+01,3.62632079e+01
-1.56079359e+01,-1.52579944e+01,3.80271581e+01
-1.54880584e+01,-1.34362121e+01,3.94869010e+01
-1.51980167e+01,-1.14578514e+01,4.05988950e+01
-1.47430728e+01,-9.40562823e+00,4.13431029e+01
-1.41359138e+01,-7.36198480e+00,4.17238791e+01
-1.33955204e+01,-5.40106301e+00,4.17674264e+01
-1.25454664e+01,-3.58266517e+00,4.15165975e+01
-1.16119354e+01,-1.94897382e+00,4.10243257e+01
-1.06217519e+01,-5.24070205e-01,4.03470368e+01
-9.60066878e+00,6.84295578e-01,3.95391073e+01
-8.57206105e+00,1.68153064e+00,3.86489472e+01
-7.55607857e+00,2.48248179e+00,3.77168153e+01
-6.56923099e+00,3.10785198e+00,3.67741303e+01
-5.62432881e+00,3.58116915e+00,3.58438725e+01
-4.73068390e+00,3.92648351e+00,3.49416471e+01
-3.89447434e+00,4.16679261e+00,3.40770448e+01
-3.11919322e+00,4.32309112e+00,3.32550377e+01
-2.40612062e+00,4.41390221e+00,3.24772517e+01
-1.75477790e+00,4.45514722e+00,3.17430368e+01
-1.16333980e+00,4.46023189e+00,3.10503140e+01
-6.28992550e-01,4.44025597e+00,3.03962108e+01
-1.48234668e-01,4.40428069e+00,2.97775167e+01
2.82877231e-01,4.35961147e+00,2.91909908e+01
6.68532653e-01,4.31207064e+00,2.86335588e+01
1.01301493e+00,4.26624658e+00,2.81024266e+01
1.32058575e+00,4.22571376e+00,2.75951373e+01
1.59540015e+00,4.19322267e+00,2.71095878e+01
1.84144628e+00,4.17086110e+00,2.66440222e+01
2.06250496e+00,4.16018961e+00,2.61970103e+01
2.26212486e+00,4.16235434e+00,2.57674190e+01
2.44360980e+00,4.17818029e+00,2.53543815e+01
2.61001535e+00,4.20824786e+00,2.49572672e+01
2.76415227e+00,4.25295521e+00,2.45756547e+01
2.90859498e+00,4.31256857e+00,2.42093076e+01
3.04569353e+00,4.38726227e+00,2.38581552e+01
3.17758777e+00,4.47714993e+00,2.35222768e+01
3.30622276e+00,4.58230812e+00,2.32018896e+01
3.43336470e+00,4.70279342e+00,2.28973408e+01
3.56061659e+00,4.83865366e+00,2.26091019e+01
3.68943327e+00,4.98993397e+00,2.23377668e+01
3.82113538e+00,5.15667809e+00,2.20840508e+01
3.95692186e+00,5.33892527e+00,2.18487925e+01
4.09788081e+00,5.53670294e+00,2.16329563e+01
4.24499837e+00,5.75001524e+00,2.14376360e+01
4.39916547e+00,5.97882743e+00,2.12640588e+01
4.56118231e+00,6.22304608e+00,2.11135887e+01
4.73176025e+00,6.48249496e+00,2.09877289e+01
4.91152102e+00,6.75688641e+00,2.08881230e+01
5.10099313e+00,7.04578820e+00,2.08165524e+01
5.30060514e+00,7.34858572e+00,2.07749303e+01
5.51067580e+00,7.66443963e+00,2.07652909e+01
5.73140097e+00,7.99223939e+00,2.07897706e+01
5.96283700e+00,8.33055312e+00,2.08505815e+01
6.20488100e+00,8.67757505e+00,2.09499742e+01
6.45724774e+00,9.03107211e+00,2.10901877e+01
6.71944387e+00,9.38833200e+00,2.12733852e+01
6.99073974e+00,9.74611603e+00,2.15015733e+01
7.27013989e+00,1.01006207e+01,2.17765039e+01
7.55635326e+00,1.04474535e+01,2.20995570e+01
7.84776484e+00,1.07816283e+01,2.24716072e+01
8.14241095e+00,1.10975881e+01,2.28928745e+01
8.43796041e+00,1.13892612e+01,2.33627639e+01
8.73170500e+00,1.16501592e+01,2.38797027e+01
9.02056221e+00,1.18735205e+01,2.44409840e+01
9.30109385e+00,1.20525045e+01,2.50426293e+01
9.56954383e+00,1.21804357e+01,2.56792874e+01
9.82189772e+00,1.22510918e+01,2.63441848e+01
1.00539659e+01,1.22590261e+01,2.70291457e+01
1.02614901e+01,1.21999049e+01,2.77246951e+01
1.04402725e+01,1.20708370e+01,2.84202564e+01
1.05863211e+01,1.18706661e+01,2.91044439e+01
1.06960074e+01,1.16001956e+01,2.97654428e+01
1.07662248e+01,1.12623163e+01,3.03914590e+01
1.07945396e+01,1.08620145e+01,3.09712071e+01
1.07793207e+01,1.04062478e+01,3.14944025e+01
1.07198400e+01,9.90368880e+00,3.19522126e+01
1.06163324e+01,9.36435310e+00,3.23376295e+01
1.04700099e+01,8.79913994e+00,3.26457315e+01
1.02830288e+01,8.21932452e+00,3.28738097e+01
1.00584107e+01,7.63604593e+00,3.30213563e+01
9.79992344e+00,7.05983315e+00,3.30899222e+01
9.51193225e+00,6.50020475e+00,3.30828647e+01
9.19923132e+00,5.96536733e+00,3.30050190e+01
8.86686790e+00,5.46202478e+00,3.28623262e+01
8.51997057e+00,4.99529789e+00,3.26614537e+01
8.16359099e+00,4.56874355e+00,3.24094377e+01
7.80256676e+00,4.18445534e+00,3.21133684e+01
7.44140984e+00,3.84322359e+00,3.17801339e+01
7.08422288e+00,3.54473239e+00,3.14162263e+01
6.73464316e+00,3.28777319e+00,3.10276095e+01
6.39581229e+00,3.07045791e+00,3.06196435e+01
6.07036854e+00,2.89041891e+00,3.01970552e+01
5.76045791e+00,2.74498749e+00,2.97639449e+01
5.46775996e+00,2.63134619e+00,2.93238205e+01
5.19352422e+00,2.54665350e+00,2.88796478e+01
4.93861381e+00,2.48814148e+00,2.84339110e+01
4.70355290e+00,2.45318878e+00,2.79886764e+01
4.48857558e+00,2.43937195e+00,2.75456556e+01
4.29367400e+00,2.44449842e+00,2.71062648e+01
4.11864437e+00,2.46662483e+00,2.66716791e+01
3.96312971e+00,2.50406364e+00,2.62428801e+01
3.82665876e+00,2.55538101e+00,2.58206976e+01
