x,y,z
7.48975917e+00,1.16942979e+01,1.87129340e+01
7.91775727e+00,1.22692259e+01,1.92565425e+01
8.35913411e+00,1.28299319e+01,1.98868117e+01
8.81071840e+00,1.33648621e+01,2.06067687e+01
9.26845571e+00,1.38607136e+01,2.14177091e+01
9.72733321e+00,1.43026053e+01,2.23186319e+01
1.01813358e+01,1.46744226e+01,2.33056519e+01
1.06234488e+01,1.49593671e+01,2.43714395e+01
1.10457241e+01,1.51407274e+01,2.55047614e+01
1.14394225e+01,1.52028631e+01,2.66902056e+01
1.17952464e+01,1.51323586e+01,2.79081843e+01
1.21036637e+01,1.49192601e+01,2.91352968e+01
1.23553187e+01,1.45582708e+01,3.03451068e+01
1.25415089e+01,1.40497461e+01,3.15093387e+01
1.26546943e+01,1.34003236e+01,3.25994284e+01
1.26889953e+01,1.26230478e+01,3.35882971e+01
1.26406268e+01,1.17369035e+01,3.44521519e+01
1.25082173e+01,1.07657634e+01,3.51720908e+01
1.22929732e+01,9.73684555e+00,3.57352985e+01
1.19986636e+01,8.67886328e+00,3.61356775e+01
1.16314259e+01,7.62010046e+00,3.63738469e+01
1.11994111e+01,6.58664727e+00,3.64565444e+01
1.07123129e+01,5.60099142e+00,3.63955527e+01
1.01808283e+01,4.68108525e+00,3.62063332e+01
9.61610632e+00,3.83992356e+00,3.59065638e+01
9.02923217e+00,3.08558952e+00,3.55147568e+01
8.43078344e+00,2.42167173e+00,3.50490869e+01
7.83048154e+00,1.84792953e+00,3.45265016e+01
7.23694639e+00,1.36108366e+00,3.39621326e+01
6.65755155e+00,9.55627709e-01,3.33689841e+01
6.09836809e+00,6.24583884e-01,3.27578505e+01
5.56418099e+00,3.60155658e-01,3.21374029e+01
5.05856022e+00,1.54255796e-01,3.15143860e+01
4.58396905e+00,-1.09250097e-03,3.08938754e+01
4.14189451e+00,-1.13470939e-01,3.02795548e+01
3.73298757e+00,-1.89880809e-01,2.96739866e+01
3.35720359e+00,-2.36637473e-01,2.90788580e+01
3.01393640e+00,-2.59325679e-01,2.84951936e+01
2.70214152e+00,-2.62798888e-01,2.79235325e+01
2.42044629e+00,-2.51208659e-01,2.73640697e+01
2.16724564e+00,-2.28053077e-01,2.68167662e+01
1.94078362e+00,-1.96235919e-01,2.62814324e+01
1.73922120e+00,-1.58130493e-01,2.57577884e+01
1.56069157e+00,-1.15643950e-01,2.52455068e+01
1.40334411e+00,-7.02792560e-02,2.47442425e+01
1.26537848e+00,-2.31930616e-02,2.42536514e+01
1.14507018e+00,2.47515167e-02,2.37734019e+01
1.04078896e+00,7.29376683e-02,2.33031815e+01
9.51011220e-01,1.20953301e-01,2.28426997e+01
8.74327562e-01,1.68554941e-01,2.23916884e+01
8.09446420e-01,2.15636813e-01,2.19499009e+01
7.55194660e-01,2.62204704e-01,2.15171109e+01
7.10515836e-01,3.08354174e-01,2.10931102e+01
6.74466737e-01,3.54252655e-01,2.06777069e+01
6.46212721e-01,4.00124992e-01,2.02707238e+01
6.25022276e-01,4.46242014e-01,1.98719966e+01
6.10261133e-01,4.92911726e-01,1.94813733e+01
6.01386217e-01,5.40472778e-01,1.90987125e+01
5.97939655e-01,5.89289887e-01,1.87238835e+01
5.99542986e-01,6.39750928e-01,1.83567658e+01
6.05891734e-01,6.92265454e-01,1.79972490e+01
6.16750405e-01,7.47264445e-01,1.76452331e+01
6.31947992e-01,8.05201088e-01,1.73006295e+01
6.51374030e-01,8.66552472e-01,1.69633614e+01
6.74975218e-01,9.31822058e-01,1.66333652e+01
7.02752639e-01,1.00154284e+00,1.63105923e+01
7.34759574e-01,1.07628112e+00,1.59950106e+01
7.71099908e-01,1.15664084e+00,1.56866072e+01
8.11927130e-01,1.24326847e+00,1.53853910e+01
8.57443909e-01,1.33685828e+00,1.50913965e+01
9.07902247e-01,1.43815821e+00,1.48046875e+01
9.63604183e-01,1.54797609e+00,1.45253622e+01
1.02490305e+00,1.66718627e+00,1.42535593e+01
1.09220528e+00,1.79673672e+00,1.39894646e+01
1.16597268e+00,1.93765639e+00,1.37333195e+01
1.24672527e+00,2.09106288e+00,1.34854313e+01
1.33504452e+00,2.25817030e+00,1.32461843e+01
1.43157711e+00,2.44029718e+00,1.30160546e+01
1.53703902e+00,2.63887415e+00,1.27956263e+01
1.65221995e+00,2.85545128e+00,1.25856116e+01
1.77798802e+00,3.09170450e+00,1.23868744e+01
1.91529449e+00,3.34944067e+00,1.22004577e+01
2.06517853e+00,3.63060053e+00,1.20276170e+01
2.22877160e+00,3.93725861e+00,1.18698580e+01
2.40730119e+00,4.27161871e+00,1.17289827e+01
2.60209358e+00,4.63600340e+00,1.16071408e+01
2.81457488e+00,5.03283528e+00,1.15068912e+01
3.04626970e+00,5.46460714e+00,1.14312708e+01
3.29879647e+00,5.93383758e+00,1.13838732e+01
3.57385805e+00,6.44300744e+00,1.13689360e+01
3.87322606e+00,6.99447174e+00,1.13914364e+01
4.19871685e+00,7.59034015e+00,1.14571921e+01
4.55215660e+00,8.23231831e+00,1.15729639e+01
4.93533230e+00,8.92150102e+00,1.17465529e+01
5.34992508e+00,9.65810747e+00,1.19868815e+01
5.79742147e+00,1.04411492e+01,1.23040432e+01
6.27899784e+00,1.12680222e+01,1.27092984e+01
6.79537332e+00,1.21340205e+01,1.32149875e+01
7.34662654e+00,1.30317722e+01,1.38343217e+01
7.93197309e+00,1.39506163e+01,1.45810058e+01
8.54950334e+00,1.48759544e+01,1.54686381e+01
9.19588452e+00,1.57886391e+01,1.65098337e+01
9.86603866e+00,1.66644961e+01,1.77150253e+01
1.05528174e+01,1.74741159e+01,1.90909216e+01
1.12467079e+01,1.81830883e+01,2.06386534e+01
1.19356183e+01,1.87528769e+01,2.23517159e+01
1.26048059e+01,1.91425181e+01,2.42139191e+01
1.32370183e+01,1.93112663e+01,2.61976801e+01
1.38129194e+01,1.92221644e+01,2.82630935e+01
1.43118500e+01,1.88463016e+01,3.03582579e+01
1.47129363e+01,1.81672597e+01,3.24212656e+01
1.49964944e+01,1.71850023e+01,3.43840296e+01
1.51456105e+01,1.59183401e+01,3.61777470e+01
1.51477033e+01,1.44052051e+01,3.77393459e+01
1.49958394e+01,1.27003194e+01,3.90178804e+01
1.46895792e+01,1.08704062e+01,3.99796868e+01
1.42351954e+01,8.98768264e+00,4.06112920e+01
1.36452151e+01,7.12280228e+00,4.09195518e+01
1.29373584e+01,5.33850678e+00,4.09291387e+01
1.21330512e+01,3.68499451e+00,4.06780717e+01
1.12557445e+01,2.19751495e+00,4.02123063e+01
1.03292727e+01,8.96155428e-01,3.95804136e+01
9.37643692e+00,-2.12632737e-01,3.88291371e+01
8.41792565e+00,-1.13342843e+00,3.80002464e+01
7.47161179e+00,-1.87881378e+00,3.71287589e+01
6.55220270e+00,-2.46644596e+00,3.62423461e+01
5.67118380e+00,-2.91655402e+00,3.53616141e+01
4.83697857e+00,-3.25000510e+00,3.45009287e+01
4.05524921e+00,-3.48694894e+00,3.36694983e+01
3.32927231e+00,-3.64596868e+00,3.28725075e+01
2.66033951e+00,-3.74363076e+00,3.21121670e+01
2.04814793e+00,-3.79432338e+00,3.13886122e+01
1.49115901e+00,-3.81028659e+00,3.07006260e+01
9.86914111e-01,-3.80175774e+00,3.00461925e+01
5.32303054e-01,-3.77717693e+00,2.94229007e+01
1.23786181e-01,-3.74341506e+00,2.88282252e+01
-2.42426500e-01,-3.70600108e+00,2.82597110e+01
-5.70234245e-01,-3.66933507e+00,2.77150864e+01
-8.63537226e-01,-3.63688051e+00,2.71923238e+01
-1.12615568e+00,-3.61133341e+00,2.66896652e+01
-1.36177174e+00,-3.59476845e+00,2.62056252e+01
-1.57388961e+00,-3.58876359e+00,2.57389789e+01
-1.76581052e+00,-3.59450537e+00,2.52887430e+01
-1.94061911e+00,-3.61287708e+00,2.48541533e+01
-2.10117892e+00,-3.64453211e+00,2.44346430e+01
-2.25013453e+00,-3.68995439e+00,2.40298213e+01
-2.38991872e+00,-3.74950786e+00,2.36394555e+01
-2.52276326e+00,-3.82347637e+00,2.32634566e+01
-2.65071201e+00,-3.91209551e+00,2.29018673e+01
-2.77563539e+00,-4.01557731e+00,2.25548544e+01
-2.89924569e+00,-4.13412881e+00,2.22227036e+01
-3.02311223e+00,-4.26796524e+00,2.19058171e+01
-3.14867624e+00,-4.41731838e+00,2.16047148e+01
-3.27726483e+00,-4.58244045e+00,2.13200366e+01
-3.41010381e+00,-4.76360398e+00,2.10525474e+01
-3.54832912e+00,-4.96109753e+00,2.08031442e+01
-3.69299650e+00,-5.17521760e+00,2.05728638e+01
-3.84508935e+00,-5.40625631e+00,2.03628923e+01
-4.00552444e+00,-5.65448487e+00,2.01745751e+01
-4.17515523e+00,-5.92013228e+00,2.00094273e+01
-4.35477269e+00,-6.20335914e+00,1.98691433e+01
-4.54510321e+00,-6.50422569e+00,1.97556058e+01
-4.74680345e+00,-6.82265395e+00,1.96708922e+01
-4.96045168e+00,-7.15838320e+00,1.96172777e+01
-5.18653545e+00,-7.51091851e+00,1.95972333e+01
-5.42543512e+00,-7.87947206e+00,1.96134172e+01
-5.67740311e+00,-8.26289733e+00,1.96686559e+01
-5.94253843e+00,-8.65961676e+00,1.97659146e+01
-6.22075659e+00,-9.06754410e+00,1.99082506e+01
-6.51175472e+00,-9.48400353e+00,2.00987499e+01
-6.81497235e+00,-9.90564909e+00,2.03404400e+01
-7.12954840e+00,-1.03283890e+01,2.06361777e+01
-7.45427564e+00,-1.07473214e+01,2.09885085e+01
-7.78755415e+00,-1.11566904e+01,2.13994955e+01
-8.12734645e+00,-1.15498712e+01,2.18705196e+01
-8.47113745e+00,-1.19193982e+01,2.24020518e+01
-8.81590332e+00,-1.22570470e+01,2.29934082e+01
-9.15809435e+00,-1.25539828e+01,2.36424963e+01
-9.49363718e+00,-1.28009867e+01,2.43455729e+01
-9.81796237e+00,-1.29887648e+01,2.50970352e+01
-1.01260628e+01,-1.31083396e+01,2.58892730e+01
-1.04125873e+01,-1.31515123e+01,2.67126127e+01
-1.06719720e+01,-1.31113762e+01,2.75553833e+01
-1.08986091e+01,-1.29828427e+01,2.84041263e+01
-1.10870486e+01,-1.27631381e+01,2.92439654e+01
-1.12322242e+01,-1.24522145e+01,3.00591305e+01
-1.13296906e+01,-1.20530223e+01,3.08336145e+01
-1.13758560e+01,-1.15715977e+01,3.15519175e+01
-1.13681895e+01,-1.10169333e+01,3.21998184e+01
-1.13053866e+01,-1.04006257e+01,3.27651000e+01
-1.11874746e+01,-9.73632172e+00,3.32381550e+01
-1.10158478e+01,-9.03900944e+00,3.36124115e+01
-1.07932270e+01,-8.32422262e+00,3.38845370e+01
-1.05235461e+01,-7.60723670e+00,3.40544084e+01
-1.02117754e+01,-6.90233210e+00,3.41248635e+01
-9.86369791e+00,-6.22218741e+00,3.41012770e+01
-9.48565703e+00,-5.57744395e+00,3.39910163e+01
-9.08429584e+00,-4.97645824e+00,3.38028431e+01
-8.66630661e+00,-4.42523591e+00,3.35463195e+01
-8.23820570e+00,-3.92752200e+00,3.32312691e+01
-7.80614455e+00,-3.48501143e+00,3.28673246e+01
-7.37576283e+00,-3.09763912e+00,3.24635813e+01
-6.95208553e+00,-2.76391076e+00,3.20283569e+01
-6.53946186e+00,-2.48124136e+00,3.15690522e+01
-6.14154145e+00,-2.24627624e+00,3.10920941e+01
-5.76128197e+00,-2.05517787e+00,3.06029453e+01
-5.40098105e+00,-1.90386915e+00,3.01061604e+01
-5.06232628e+00,-1.78823016e+00,2.96054710e+01
-4.74645678e+00,-1.70424959e+00,2.91038876e+01
-4.45403143e+00,-1.64813502e+00,2.86038047e+01
-4.18529922e+00,-1.61638774e+00,2.81071040e+01
-3.94016867e+00,-1.60584832e+00,2.76152489e+01
-3.71827374e+00,-1.61371911e+00,2.71293687e+01
-3.51903474e+00,-1.63756906e+00,2.66503312e+01
-3.34171325e+00,-1.67532578e+00,2.61788028e+01
-3.18546061e+00,-1.72525885e+00,2.57152993e+01
-3.04935989e+00,-1.78595742e+00,2.52602258e+01
-2.93246161e+00,-1.85630480e+00,2.48139096e+01
-2.83381353e+00,-1.93545168e+00,2.43766254e+01
-2.75248504e+00,-2.02278964e+00,2.39486161e+01
-2.68758683e+00,-2.11792555e+00,2.35301092e+01
-2.63828623e+00,-2.22065777e+00,2.31213296e+01
-2.60381902e+00,-2.33095438e+00,2.27225109e+01
-2.58349805e+00,-2.44893366e+00,2.23339046e+01
-2.57671938e+00,-2.57484673e+00,2.19557890e+01
-2.58296628e+00,-2.70906246e+00,2.15884771e+01
-2.60181140e+00,-2.85205431e+00,2.12323249e+01
-2.63291774e+00,-3.00438886e+00,2.08877394e+01
-2.67603838e+00,-3.16671587e+00,2.05551883e+01
-2.73101538e+00,-3.33975936e+00,2.02352088e+01
-2.79777799e+00,-3.52430948e+00,1.99284193e+01
-2.87634028e+00,-3.72121462e+00,1.96355304e+01
-2.96679820e+00,-3.93137340e+00,1.93573590e+01
-3.06932617e+00,-4.15572586e+00,1.90948420e+01
-3.18417306e+00,-4.39524346e+00,1.88490533e+01
-3.31165756e+00,-4.65091706e+00,1.86212213e+01
-3.45216268e+00,-4.92374205e+00,1.84127478e+01
-3.60612919e+00,-5.21470007e+00,1.82252294e+01
-3.77404775e+00,-5.52473590e+00,1.80604791e+01
-3.95644934e+00,-5.85472871e+00,1.79205490e+01
-4.15389345e+00,-6.20545637e+00,1.78077534e+01
-4.36695374e+00,-6.57755124e+00,1.77246907e+01
-4.59620026e+00,-6.97144635e+00,1.76742630e+01
-4.84217779e+00,-7.38731013e+00,1.76596919e+01
-5.10537941e+00,-7.82496858e+00,1.76845272e+01
-5.38621448e+00,-8.28381359e+00,1.77526455e+01
-5.68497034e+00,-8.76269681e+00,1.78682347e+01
-6.00176671e+00,-9.25980914e+00,1.80357587e+01
-6.33650248e+00,-9.77254732e+00,1.82598962e+01
-6.68879421e+00,-1.02973706e+01,1.85454465e+01
-7.05790671e+00,-1.08296536e+01,1.88971944e+01
-7.44267630e+00,-1.13635433e+01,1.93197263e+01
-7.84142844e+00,-1.18918336e+01,1.98171907e+01
-8.25189291e+00,-1.24058747e+01,2.03929972e+01
-8.67112083e+00,-1.28955378e+01,2.10494560e+01
-9.09541004e+00,-1.33492630e+01,2.17873607e+01
-9.52024722e+00,-1.37542161e+01,2.26055318e+01
-9.94027691e+00,-1.40965840e+01,2.35003484e+01
-1.03493092e+01,-1.43620305e+01,2.44653060e+01
-1.07403783e+01,-1.45363227e+01,2.54906582e+01
-1.11058633e+01,-1.46061204e+01,2.65632033e+01
-1.14376790e+01,-1.45598953e+01,2.76662878e+01
-1.17275398e+01,-1.43889157e+01,2.87800854e+01
-1.19672925e+01,-1.40882039e+01,2.98821951e+01
-1.21493011e+01,-1.36573486e+01,3.09485622e+01
-1.22668616e+01,-1.31010518e+01,3.19546820e+01
-1.23146115e+01,-1.24292980e+01,3.28769916e+01
-1.22888947e+01,-1.16570787e+01,3.36943125e+01
-1.21880441e+01,-1.08036572e+01,3.43891788e+01
-1.20125464e+01,-9.89143432e+00,3.49488886e+01
-1.17650686e+01,-8.94453319e+00,3.53661484e+01
-1.14503413e+01,-7.98727026e+00,3.56392411e+01
-1.10749081e+01,-7.04268967e+00,3.57717172e+01
-1.06467699e+01,-6.13132018e+00,3.57716808e+01
-1.01749597e+01,-5.27026713e+00,3.56507908e+01
-9.66909066e+00,-4.47269221e+00,3.54231218e+01
-9.13891579e+00,-3.74767372e+00,3.51040256e+01
-8.59393280e+00,-3.10039281e+00,3.47091083e+01
-8.04305677e+00,-2.53256198e+00,3.42533974e+01
-7.49437259e+00,-2.04300278e+00,3.37507348e+01
-6.95496966e+00,-1.62828626e+00,3.32133951e+01
-6.43085331e+00,-1.28336604e+00,3.26519030e+01
-5.92692258e+00,-1.00215504e+00,3.20750103e+01
-5.44700095e+00,-7.78016902e-01,3.14897889e+01
-4.99390629e+00,-6.04160804e-01,3.09017961e+01
-4.56954705e+00,-4.73940288e-01,3.03152786e+01
-4.17503344e+00,-3.81065239e-01,2.97333882e+01
-3.81079451e+00,-3.19739994e-01,2.91583887e+01
-3.47669425e+00,-2.84742011e-01,2.85918441e+01
-3.17214179e+00,-2.71454979e-01,2.80347818e+01
-2.89619263e+00,-2.75868637e-01,2.74878287e+01
-2.64763896e+00,-2.94555583e-01,2.69513210e+01
-2.42508844e+00,-3.24633240e-01,2.64253906e+01
-2.22703143e+00,-3.63717277e-01,2.59100310e+01
-2.05189708e+00,-4.09871099e-01,2.54051469e+01
-1.89809937e+00,-4.61554728e-01,2.49105898e+01
-1.76407379e+00,-5.17575325e-01,2.44261833e+01
-1.64830613e+00,-5.77040813e-01,2.39517405e+01
-1.54935420e+00,-6.39317475e-01,2.34870755e+01
-1.46586367e+00,-7.03991962e-01,2.30320108e+01
-1.39657907e+00,-7.70837859e-01,2.25863817e+01
-1.34035070e+00,-8.39786732e-01,2.21500393e+01
-1.29613838e+00,-9.10903464e-01,2.17228512e+01
-1.26301271e+00,-9.84365595e-01,2.13047033e+01
-1.24015436e+00,-1.06044633e+00,2.08954996e+01
-1.22685203e+00,-1.13950088e+00,2.04951632e+01
-1.22249946e+00,-1.22195574e+00,2.01036374e+01
-1.22659175e+00,-1.30830069e+00,1.97208863e+01
-1.23872149e+00,-1.39908297e+00,1.93468966e+01
-1.25857476e+00,-1.49490363e+00,1.89816802e+01
-1.28592719e+00,-1.59641550e+00,1.86252764e+01
-1.32064039e+00,-1.70432275e+00,1.82777557e+01
-1.36265866e+00,-1.81938164e+00,1.79392237e+01
-1.41200616e+00,-1.94240243e+00,1.76098266e+01
-1.46878457e+00,-2.07425205e+00,1.72897569e+01
-1.53317127e+00,-2.21585753e+00,1.69792607e+01
-1.60541804e+00,-2.36820988e+00,1.66786464e+01
-1.68585029e+00,-2.53236824e+00,1.63882942e+01
-1.77486668e+00,-2.70946408e+00,1.61086686e+01
-1.87293932e+00,-2.90070521e+00,1.58403314e+01
-1.98061411e+00,-3.10737919e+00,1.55839582e+01
-2.09851154e+00,-3.33085589e+00,1.53403569e+01
-2.22732742e+00,-3.57258852e+00,1.51104894e+01
-2.36783365e+00,-3.83411267e+00,1.48954968e+01
-2.52087863e+00,-4.11704247e+00,1.46967280e+01
-2.68738716e+00,-4.42306291e+00,1.45157729e+01
-2.86835930e+00,-4.75391700e+00,1.43545003e+01
-3.06486786e+00,-5.11138630e+00,1.42151000e+01
-3.27805387e+00,-5.49726279e+00,1.41001302e+01
-3.50911929e+00,-5.91330964e+00,1.40125701e+01
-3.75931597e+00,-6.36120818e+00,1.39558751e+01
-4.02992995e+00,-6.84248738e+00,1.39340371e+01
-4.32225936e+00,-7.35843204e+00,1.39516432e+01
-4.63758463e+00,-7.90996512e+00,1.40139337e+01
-4.97712879e+00,-8.49749939e+00,1.41268510e+01
-5.34200581e+00,-9.12075352e+00,1.42970744e+01
-5.73315441e+00,-9.77852836e+00,1.45320292e+01
-6.15125487e+00,-1.04684403e+01,1.48398574e+01
-6.59662623e+00,-1.11866118e+01,1.52293332e+01
-7.06910199e+00,-1.19273236e+01,1.57096994e+01
-7.56788298e+00,-1.26826394e+01,1.62904037e+01
-8.09136823e+00,-1.34420268e+01,1.69807027e+01
-8.63696682e+00,-1.41920075e+01,1.77891114e+01
-9.20089798e+00,-1.49158907e+01,1.87226734e+01
-9.77799153e+00,-1.55936594e+01,1.97860474e+01
-1.03615074e+01,-1.62020967e+01,2.09804247e+01
-1.09430000e+01,-1.67152516e+01,2.23023311e+01
-1.15122601e+01,-1.71053365e+01,2.37424136e+01
-1.20573710e+01,-1.73441272e+01,2.52843672e+01
-1.25649190e+01,-1.74048749e+01,2.69042091e+01
-1.30203861e+01,-1.72646523e+01,2.85701357e+01
-1.34087433e+01,-1.69069393e+01,3.02431899e+01
-1.37152326e+01,-1.63241288e+01,3.18788901e+01
-1.39262925e+01,-1.55195472e+01,3.34298322e+01
-1.40305468e+01,-1.45085596e+01,3.48490846e+01
-1.40197459e+01,-1.33184163e+01,3.60939846e+01
-1.38895356e+01,-1.19866916e+01,3.71297960e+01
-1.36399397e+01,-1.05584298e+01,3.79326394e+01
-1.32754779e+01,-9.08238722e+00,3.84912074e+01
-1.28048932e+01,-7.60694547e+00,3.88070045e+01
-1.22405267e+01,-6.17632573e+00,3.88931473e+01
-1.15974282e+01,-4.82763006e+00,3.87720264e+01
-1.08923230e+01,-3.58902467e+00,3.84723115e+01
-1.01425642e+01,-2.47912776e+00,3.80258205e+01
-9.36517732e+00,-1.50744721e+00,3.74646942e+01
-8.57607839e+00,-6.75577259e-01,3.68191701e+01
-7.78950241e+00,2.11801789e-02,3.61160760e+01
-7.01764903e+00,5.92071799e-01,3.53780233e+01
-6.27052415e+00,1.04925308e+00,3.46231829e+01
-5.55594171e+00,1.40639055e+00,3.38654885e+01
-4.87964396e+00,1.67756564e+00,3.31151061e+01
-4.24549981e+00,1.87648170e+00,3.23790353e+01
-3.65574632e+00,2.01594031e+00,3.16617400e+01
-3.11124610e+00,2.10753658e+00,3.09657430e+01
-2.61174077e+00,2.16152005e+00,3.02921459e+01
-2.15608744e+00,2.18677269e+00,2.96410599e+01
-1.74247095e+00,2.19086376e+00,2.90119470e+01
-1.36858806e+00,2.18015095e+00,2.84038780e+01
-1.03180332e+00,2.15990523e+00,2.78157214e+01
-7.29277635e-01,2.13444432e+00,2.72462747e+01
-4.58071963e-01,2.10726485e+00,2.66943523e+01
-2.15228826e-01,2.08116717e+00,2.61588390e+01
2.16529229e-03,2.05836979e+00,2.56387210e+01
1.96933811e-01,2.04061181e+00,2.51330995e+01
3.71777477e-01,2.02924332e+00,2.46411936e+01
5.29252907e-01,2.02530401e+00,2.41623365e+01
6.71760133e-01,2.02959102e+00,2.36959684e+01
8.01537292e-01,2.04271679e+00,2.32416271e+01
9.20660902e-01,2.06515818e+00,2.27989390e+01
1.03105039e+00,2.09729790e+00,2.23676106e+01
1.13447583e+00,2.13945907e+00,2.19474210e+01
1.23256788e+00,2.19193413e+00,2.15382165e+01
1.32682937e+00,2.25500867e+00,2.11399065e+01
1.41864776e+00,2.32898113e+00,2.07524605e+01
1.50930818e+00,2.41417886e+00,2.03759080e+01
1.60000652e+00,2.51097124e+00,2.00103394e+01
1.69186251e+00,2.61978027e+00,1.96559080e+01
1.78593238e+00,2.74108895e+00,1.93128347e+01
1.88322103e+00,2.87544791e+00,1.89814136e+01
1.98469359e+00,3.02348026e+00,1.86620196e+01
2.09128632e+00,3.18588503e+00,1.83551176e+01
2.20391663e+00,3.36343895e+00,1.80612738e+01
2.32349233e+00,3.55699675e+00,1.77811690e+01
2.45091990e+00,3.76748954e+00,1.75156138e+01
2.58711172e+00,3.99592115e+00,1.72655669e+01
2.73299214e+00,4.24336183e+00,1.70321550e+01
2.88950224e+00,4.51093878e+00,1.68166961e+01
3.05760305e+00,4.79982264e+00,1.66207254e+01
3.23827690e+00,5.11120902e+00,1.64460240e+01
3.43252669e+00,5.44629375e+00,1.62946505e+01
3.64137237e+00,5.80624039e+00,1.61689744e+01
3.86584437e+00,6.19213823e+00,1.60717123e+01
4.10697299e+00,6.60494872e+00,1.60059637e+01
4.36577317e+00,7.04543801e+00,1.59752469e+01
4.64322335e+00,7.51409307e+00,1.59835310e+01
4.94023765e+00,8.01101875e+00,1.60352616e+01
5.25762976e+00,8.53581341e+00,1.61353755e+01
5.59606729e+00,9.08742090e+00,1.62892979e+01
5.95601531e+00,9.66395787e+00,1.65029140e+01
6.33766748e+00,1.02625170e+01,1.67825067e+01
6.74086413e+00,1.08789492e+01,1.71346458e+01
7.16499648e+00,1.15076317e+01,1.75660183e+01
7.60889785e+00,1.21412344e+01,1.80831827e+01
8.07072353e+00,1.27705028e+01,1.86922340e+01
8.54782335e+00,1.33840861e+01,1.93983692e+01
9.03661361e+00,1.39684451e+01,2.02053469e+01
9.53245802e+00,1.45078851e+01,2.11148471e+01
1.00295714e+01,1.49847660e+01,2.21257551e+01
1.05209628e+01,1.53799391e+01,2.32334125e+01
1.09984390e+01,1.56734560e+01,2.44289061e+01
1.14526888e+01,1.58455700e+01,2.56984937e+01
1.18734684e+01,1.58780170e+01,2.70232830e+01
1.22499026e+01,1.57555103e+01,2.83792920e+01
1.25709043e+01,1.54673245e+01,2.97379996e+01
1.28257032e+01,1.50087864e+01,3.10674513e+01
1.30044510e+01,1.43824522e+01,3.23339090e+01
1.30988585e+01,1.35987474e+01,3.35039333e+01
1.31027980e+01,1.26758930e+01,3.45466913e+01
1.30128041e+01,1.16390370e+01,3.54362032e+01
1.28284065e+01,1.05186396e+01,3.61532182e+01
1.25522487e+01,9.34829631e+00,3.66864529e+01
1.21899724e+01,8.16228339e+00,3.70330211e+01
1.17498787e+01,6.99315797e+00,3.71980309e+01
1.12424094e+01,5.86971475e+00,3.71934573e+01
1.06795087e+01,4.81551792e+00,3.70365117e+01
1.00739385e+01,3.84810703e+00,3.67477770e+01
9.43861647e+00,2.97885730e+00,3.63493679e+01
8.78602948e+00,2.21338308e+00,3.58633238e+01
8.12776263e+00,1.55232188e+00,3.53103573e+01
7.47415817e+00,9.92326101e-01,3.47090066e+01
6.83410528e+00,5.27110109e-01,3.40751690e+01
6.21494736e+00,1.48438151e-01,3.34219562e+01
5.62248621e+00,-1.53018727e-01,3.27597880e+01
5.06105952e+00,-3.86990786e-01,3.20966429e+01
4.53366858e+00,-5.63087671e-01,3.14383941e+01
4.04213576e+00,-6.90432591e-01,3.07891740e+01
3.58727525e+00,-7.77428725e-01,3.01517290e+01
3.16906447e+00,-8.31630658e-01,2.95277402e+01
2.78680735e+00,-8.59694568e-01,2.89180996e+01
2.43928407e+00,-8.67384245e-01,2.83231351e+01
2.12488388e+00,-8.59614198e-01,2.77427903e+01
1.84172014e+00,-8.40515389e-01,2.71767602e+01
1.58772741e+00,-8.13512921e-01,2.66245929e+01
1.36074171e+00,-7.81408126e-01,2.60857611e+01
1.15856525e+00,-7.46459985e-01,2.55597115e+01
9.79017512e-01,-7.10462618e-01,2.50458971e+01
8.19974313e-01,-6.74816948e-01,2.45437962e+01
6.79396665e-01,-6.40595548e-01,2.40529234e+01
5.55351069e-01,-6.08600342e-01,2.35728334e+01
4.46022728e-01,-5.79413228e-01,2.31031222e+01
3.49723014e-01,-5.53439974e-01,2.26434243e+01
2.64892357e-01,-5.30947859e-01,2.21934098e+01
1.90099546e-01,-5.12097663e-01,2.17527805e+01
1.24038316e-01,-4.96970584e-01,2.13212656e+01
6.55219062e-02,-4.85590700e-01,2.08986183e+01
1.34761973e-02,-4.77943558e-01,2.04846121e+01
-3.30681023e-02,-4.73991423e-01,2.00790379e+01
-7.49838391e-02,-4.73685702e-01,1.96817016e+01
-1.13056063e-01,-4.76976991e-01,1.92924218e+01
-1.47990708e-01,-4.83823153e-01,1.89110283e+01
-1.80423140e-01,-4.94195798e-01,1.85373608e+01
-2.10926439e-01,-5.08085470e-01,1.81712681e+01
-2.40019337e-01,-5.25505829e-01,1.78126071e+01
-2.68173762e-01,-5.46497064e-01,1.74612427e+01
-2.95821957e-01,-5.71128747e-01,1.71170473e+01
-3.23363173e-01,-5.99502298e-01,1.67799012e+01
-3.51169952e-01,-6.31753225e-01,1.64496925e+01
-3.79594014e-01,-6.68053256e-01,1.61263175e+01
-4.08971789e-01,-7.08612481e-01,1.58096815e+01
-4.39629631e-01,-7.53681593e-01,1.54996996e+01
-4.71888753e-01,-8.03554320e-01,1.51962975e+01
-5.06069945e-01,-8.58570100e-01,1.48994129e+01
-5.42498098e-01,-9.19117078e-01,1.46089972e+01
-5.81506618e-01,-9.85635473e-01,1.43250172e+01
-6.23441742e-01,-1.05862136e+00,1.40474577e+01
-6.68666840e-01,-1.13863090e+00,1.37763243e+01
-7.17566724e-01,-1.22628511e+00,1.35116463e+01
